,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,NBM,KNN,DT,SVM,SVM_LINER
45,45,94.66,100.0,87.02,79.39,48.09,67.94,93.13,92.37
46,46,96.18,100.0,87.02,80.15,48.85,68.7,93.13,92.37
47,47,97.71,100.0,87.79,80.15,48.85,68.7,93.13,92.37
48,48,97.71,,87.79,82.44,50.38,69.47,94.66,93.13
49,49,97.71,,87.79,83.97,53.44,70.23,94.66,93.89
50,50,97.71,,87.79,84.73,54.2,70.99,95.42,93.89
51,51,97.71,,87.79,84.73,54.2,70.99,95.42,93.89
52,52,97.71,,88.55,85.5,54.96,71.76,95.42,93.89
53,53,,,88.55,86.26,54.96,71.76,95.42,94.66
54,54,,,88.55,87.02,56.49,72.52,95.42,94.66
55,55,,,88.55,87.79,56.49,74.05,96.18,96.18
56,56,,,88.55,89.31,58.02,74.81,96.18,96.95
57,57,,,90.08,89.31,58.02,74.81,96.18,96.95
58,58,,,90.84,89.31,58.02,74.81,96.18,96.95
59,59,,,90.84,89.31,58.02,75.57,96.18,96.95
60,60,,,90.84,89.31,58.02,75.57,96.18,96.95
61,61,,,91.6,90.84,59.54,76.34,96.18,97.71
62,62,,,91.6,91.6,60.31,77.86,96.18,97.71
63,63,,,91.6,91.6,61.83,77.86,96.18,97.71
64,64,,,92.37,91.6,61.83,77.86,96.18,97.71
65,65,,,92.37,91.6,62.6,79.39,96.18,97.71
66,66,,,92.37,91.6,64.89,79.39,96.18,97.71
67,67,,,92.37,91.6,67.18,81.68,96.18,98.47
68,68,,,92.37,92.37,67.94,82.44,96.18,98.47
69,69,,,94.66,92.37,68.7,83.21,96.18,98.47
70,70,,,94.66,92.37,70.99,84.73,96.18,98.47
71,71,,,95.42,93.13,73.28,86.26,96.18,98.47
72,72,,,96.95,94.66,74.81,87.02,96.95,98.47
73,73,,,96.95,94.66,74.81,87.02,97.71,98.47
74,74,,,96.95,94.66,74.81,87.79,97.71,98.47
75,75,,,96.95,94.66,75.57,87.79,97.71,98.47
76,76,,,96.95,95.42,76.34,88.55,97.71,98.47
77,77,,,97.71,95.42,76.34,88.55,97.71,98.47
78,78,,,98.47,95.42,79.39,89.31,97.71,98.47
79,79,,,98.47,95.42,80.92,90.84,97.71,98.47
80,80,,,98.47,95.42,82.44,92.37,97.71,98.47
81,81,,,98.47,95.42,83.97,92.37,97.71,98.47
82,82,,,98.47,96.18,86.26,93.89,97.71,99.24
83,83,,,98.47,96.95,87.02,94.66,97.71,100.0
84,84,,,98.47,96.95,87.79,94.66,97.71,100.0
85,85,,,98.47,96.95,88.55,95.42,97.71,100.0
86,86,,,99.24,96.95,88.55,95.42,97.71,100.0
87,87,,,99.24,96.95,89.31,96.18,97.71,100.0
88,88,,,99.24,97.71,89.31,96.95,97.71,100.0
89,89,,,99.24,97.71,90.08,96.95,97.71,100.0
90,90,,,99.24,97.71,93.89,96.95,97.71,100.0
91,91,,,100.0,97.71,93.89,97.71,97.71,100.0
92,92,,,100.0,100.0,94.66,97.71,99.24,100.0
93,93,,,100.0,100.0,96.95,99.24,99.24,100.0
94,94,,,100.0,100.0,96.95,99.24,99.24,100.0
95,95,,,100.0,100.0,96.95,99.24,99.24,100.0
96,96,,,100.0,100.0,97.71,100.0,99.24,100.0
97,97,,,100.0,100.0,97.71,100.0,100.0,100.0
98,98,,,100.0,100.0,98.47,100.0,100.0,100.0
99,99,,,100.0,100.0,100.0,100.0,100.0,100.0
100,100,,,,,,,,100.0
