,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,NBM,KNN,DT,SVM,SVM_LINER
53,53,,100.0,76.56,90.43,58.37,71.77,94.26,70.81
54,54,,100.0,77.03,90.91,58.37,72.25,94.26,70.81
55,55,,100.0,77.03,90.91,58.85,73.21,94.26,70.81
56,56,,100.0,77.51,91.39,59.33,73.68,94.26,70.81
57,57,,100.0,77.99,91.39,60.77,74.64,94.26,70.81
58,58,,100.0,78.47,91.39,61.24,75.12,94.26,70.81
59,59,,100.0,78.47,91.39,62.2,75.6,94.26,70.81
60,60,,100.0,78.47,91.39,63.64,76.08,94.26,70.81
61,61,,100.0,78.95,91.39,64.59,77.03,94.26,70.81
62,62,,100.0,78.95,91.39,65.55,77.03,94.26,70.81
63,63,,100.0,79.43,91.39,66.51,77.51,94.26,70.81
64,64,,100.0,79.43,91.39,67.46,77.99,94.26,70.81
65,65,,100.0,79.9,91.39,67.46,77.99,94.26,70.81
66,66,,100.0,79.9,91.39,68.42,78.47,94.26,70.81
67,67,,100.0,80.86,91.87,69.86,79.43,94.26,70.81
68,68,,100.0,80.86,96.65,70.81,80.38,94.26,70.81
69,69,,100.0,82.3,96.65,72.73,81.82,94.74,70.81
70,70,,100.0,82.78,96.65,73.68,82.78,94.74,70.81
71,71,,100.0,84.21,96.65,73.68,82.78,94.74,70.81
72,72,,100.0,85.17,98.56,74.64,84.21,97.61,70.81
73,73,,100.0,85.17,98.56,75.12,85.17,99.52,70.81
74,74,,100.0,85.17,98.56,76.56,85.65,99.52,70.81
75,75,,100.0,85.17,98.56,77.03,86.6,99.52,70.81
76,76,,,85.65,98.56,77.99,86.6,99.52,70.81
77,77,,,86.12,99.04,78.95,87.56,99.52,70.81
78,78,,,86.6,99.04,80.38,89.0,100.0,70.81
79,79,,,87.08,99.04,81.82,90.43,100.0,70.81
80,80,,,88.04,99.04,82.3,90.91,100.0,70.81
81,81,,,89.47,99.04,82.78,90.91,100.0,70.81
82,82,,,89.95,99.04,84.69,91.39,100.0,70.81
83,83,,,89.95,99.52,85.17,91.39,100.0,73.68
84,84,,,90.91,99.52,85.17,91.39,100.0,92.82
85,85,,,90.91,99.52,85.17,91.39,100.0,100.0
86,86,,,90.91,99.52,85.65,91.39,100.0,100.0
87,87,,,90.91,99.52,87.08,91.39,100.0,100.0
88,88,,,92.34,99.52,87.56,91.87,100.0,100.0
89,89,,,93.3,99.52,88.52,92.34,100.0,100.0
90,90,,,94.26,99.52,90.43,93.3,100.0,100.0
91,91,,,95.69,99.52,91.87,94.74,100.0,100.0
92,92,,,96.17,99.52,92.82,94.74,100.0,100.0
93,93,,,96.17,100.0,93.3,96.17,100.0,100.0
94,94,,,96.17,100.0,93.78,96.17,100.0,100.0
95,95,,,96.65,100.0,95.69,97.61,100.0,100.0
96,96,,,97.13,100.0,96.17,98.09,100.0,100.0
97,97,,,98.09,100.0,97.13,99.04,100.0,100.0
98,98,,,98.56,100.0,98.56,99.52,100.0,100.0
99,99,,,100.0,100.0,100.0,100.0,100.0,100.0
100,100,,,,,,,,100.0
