,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,NBM,KNN,DT,SVM,SVM_LINER
51,51,,100.0,85.31,68.18,53.85,76.57,94.06,98.6
52,52,,100.0,85.31,68.18,54.55,77.27,94.41,98.6
53,53,,100.0,86.01,69.23,55.59,77.27,94.41,98.6
54,54,,100.0,86.36,70.28,55.94,77.62,94.41,98.6
55,55,,100.0,86.71,70.98,57.34,77.62,94.41,98.6
56,56,,,87.41,72.03,58.39,78.67,94.41,98.6
57,57,,,87.41,72.03,59.44,79.02,94.76,98.95
58,58,,,87.41,72.73,61.19,79.72,94.76,98.95
59,59,,,87.76,73.78,63.29,80.77,94.76,98.95
60,60,,,87.76,74.48,63.64,81.47,94.76,98.95
61,61,,,89.16,74.83,64.34,82.17,94.76,98.95
62,62,,,89.51,75.17,66.08,82.17,95.45,99.3
63,63,,,89.51,77.97,66.08,82.17,96.5,99.3
64,64,,,89.51,79.37,66.08,82.52,96.85,99.3
65,65,,,89.86,80.07,67.13,83.22,96.85,99.3
66,66,,,89.86,80.07,68.18,83.22,97.2,99.3
67,67,,,89.86,80.07,69.58,83.92,97.55,99.3
68,68,,,90.21,80.07,71.68,84.97,97.55,99.3
69,69,,,90.21,80.07,72.03,84.97,97.9,99.3
70,70,,,90.91,80.42,72.73,85.66,97.9,99.3
71,71,,,91.61,82.52,73.78,85.66,97.9,99.3
72,72,,,91.61,82.87,74.48,86.01,97.9,99.3
73,73,,,91.61,88.46,75.17,86.01,97.9,99.3
74,74,,,91.96,88.46,75.17,86.01,98.6,99.3
75,75,,,91.96,89.16,75.52,86.01,98.6,99.3
76,76,,,92.31,90.21,76.57,87.06,98.6,99.3
77,77,,,92.66,90.56,76.92,87.41,98.95,99.3
78,78,,,92.66,91.26,77.62,88.11,98.95,99.3
79,79,,,93.01,92.66,78.67,88.81,98.95,99.3
80,80,,,93.01,95.1,80.07,89.16,98.95,99.3
81,81,,,93.36,95.8,81.82,89.86,98.95,99.3
82,82,,,94.06,96.15,81.82,90.21,98.95,99.3
83,83,,,95.1,96.5,81.82,90.91,98.95,99.3
84,84,,,95.1,98.95,82.52,90.91,98.95,99.3
85,85,,,95.45,99.3,83.22,90.91,98.95,99.3
86,86,,,95.45,99.3,83.22,90.91,99.65,99.3
87,87,,,95.45,99.3,83.92,91.61,99.65,99.3
88,88,,,95.45,99.3,84.97,91.96,99.65,99.3
89,89,,,95.8,99.3,87.06,92.66,99.65,99.3
90,90,,,97.2,99.3,88.81,93.36,99.65,99.3
91,91,,,97.55,99.3,89.86,94.76,100.0,99.3
92,92,,,97.55,99.3,91.61,95.1,100.0,99.3
93,93,,,98.25,99.3,92.66,96.5,100.0,99.3
94,94,,,98.95,99.3,93.71,96.85,100.0,100.0
95,95,,,99.3,99.65,94.41,97.2,100.0,100.0
96,96,,,99.3,99.65,96.15,97.55,100.0,100.0
97,97,,,99.3,100.0,97.55,98.6,100.0,100.0
98,98,,,99.65,100.0,98.95,99.3,100.0,100.0
99,99,,,100.0,100.0,99.3,100.0,100.0,100.0
100,100,,,,,,,,100.0
