,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,NBM,KNN,DT,SVM,SVM_LINER
31,31,,100.0,73.44,44.92,35.94,54.69,85.94,88.67
32,32,,100.0,73.83,44.92,37.11,55.08,87.11,91.02
33,33,,100.0,73.83,44.92,37.89,55.86,87.89,91.02
34,34,,100.0,74.61,44.92,38.28,55.86,88.28,91.02
35,35,,100.0,74.61,44.92,39.84,57.81,88.28,91.41
36,36,,100.0,76.17,44.92,41.41,58.2,88.28,92.58
37,37,,100.0,76.95,44.92,41.8,58.98,88.28,94.14
38,38,,100.0,77.73,44.92,43.36,59.77,89.06,94.14
39,39,,100.0,78.12,44.92,43.75,60.16,89.06,94.14
40,40,,100.0,78.52,44.92,44.92,60.55,91.02,94.14
41,41,,100.0,78.52,44.92,45.7,60.94,91.41,94.14
42,42,,100.0,78.91,44.92,46.09,61.33,91.41,94.53
43,43,,100.0,78.91,45.31,47.66,63.28,91.41,94.53
44,44,,100.0,79.69,48.44,50.0,64.06,91.41,94.53
45,45,,100.0,80.08,48.44,51.56,65.23,91.41,94.53
46,46,,100.0,81.25,48.44,52.34,66.41,91.41,94.53
47,47,,100.0,81.25,48.44,53.52,66.8,91.41,95.31
48,48,,100.0,81.64,48.44,54.69,67.19,91.41,95.31
49,49,,100.0,82.03,48.44,55.47,67.58,91.41,95.31
50,50,,100.0,82.03,48.44,56.64,68.75,91.8,95.7
51,51,,100.0,82.81,48.44,57.81,69.14,91.8,95.7
52,52,,100.0,83.2,48.44,59.38,70.31,91.8,96.09
53,53,,100.0,83.59,48.44,59.77,70.31,91.8,97.66
54,54,,100.0,83.59,48.44,60.16,70.7,91.8,97.66
55,55,,100.0,83.98,48.44,61.33,71.88,91.8,97.66
56,56,,100.0,84.38,48.44,62.11,72.27,91.8,97.66
57,57,,100.0,84.77,48.44,63.67,73.44,91.8,97.66
58,58,,100.0,86.33,48.44,66.02,75.78,91.8,97.66
59,59,,100.0,86.33,48.44,67.19,76.56,91.8,97.66
60,60,,100.0,86.72,48.44,67.58,76.95,91.8,97.66
61,61,,100.0,87.11,48.44,67.97,77.34,91.8,97.66
62,62,,100.0,87.5,50.0,67.97,77.34,91.8,97.66
63,63,,100.0,87.5,53.91,68.75,77.73,91.8,97.66
64,64,,100.0,87.89,54.69,69.53,78.52,91.8,97.66
65,65,,100.0,88.28,54.69,71.09,79.3,91.8,97.66
66,66,,100.0,88.67,56.25,71.09,79.3,91.8,97.66
67,67,,100.0,89.06,59.38,72.27,80.86,91.8,97.66
68,68,,100.0,90.62,62.11,74.22,81.64,91.8,97.66
69,69,,100.0,90.62,66.41,75.0,82.03,91.8,97.66
70,70,,,90.62,67.58,75.78,82.81,91.8,97.66
71,71,,,91.02,68.75,76.95,82.81,92.19,97.66
72,72,,,91.41,70.31,77.34,83.2,92.19,97.66
73,73,,,92.19,71.48,78.12,83.98,92.19,97.66
74,74,,,92.19,71.48,78.12,84.38,92.19,97.66
75,75,,,92.19,71.88,78.91,84.38,92.19,97.66
76,76,,,92.19,72.66,80.08,85.55,92.19,97.66
77,77,,,92.58,73.44,80.47,85.94,92.19,97.66
78,78,,,92.97,73.44,82.03,86.72,92.19,97.66
79,79,,,92.97,73.44,83.2,88.28,92.97,98.05
80,80,,,94.14,73.83,83.98,89.06,92.97,98.05
81,81,,,94.53,75.78,85.16,89.84,92.97,98.05
82,82,,,94.53,77.34,86.33,91.02,92.97,98.05
83,83,,,94.53,80.08,86.72,91.41,94.53,98.05
84,84,,,95.31,82.42,87.11,91.41,94.92,98.83
85,85,,,95.7,86.72,87.11,91.8,95.31,98.83
86,86,,,96.48,88.28,88.28,92.19,96.09,98.83
87,87,,,96.88,88.28,90.23,94.14,96.09,98.83
88,88,,,96.88,88.28,91.8,95.31,97.27,98.83
89,89,,,97.27,89.45,92.58,96.09,97.27,98.83
90,90,,,97.27,90.62,92.97,96.09,97.27,98.83
91,91,,,97.66,92.58,93.36,96.48,98.83,98.83
92,92,,,98.05,92.97,94.14,97.27,99.22,99.22
93,93,,,98.44,93.36,95.31,97.27,99.22,99.22
94,94,,,98.44,94.92,96.09,97.66,99.22,100.0
95,95,,,98.83,95.31,97.66,98.83,99.22,100.0
96,96,,,99.22,97.27,98.05,98.83,99.61,100.0
97,97,,,99.61,97.66,98.83,99.22,99.61,100.0
98,98,,,100.0,98.44,99.22,99.61,100.0,100.0
99,99,,,100.0,99.61,100.0,100.0,100.0,100.0
100,100,,,,,,,,100.0
