,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
75,75,,95.19,,72.99,,79.95,91.44,,,
76,76,,,,74.33,,81.55,91.98,,,
77,77,,,,77.27,,82.62,92.51,,,
78,78,,,,78.61,,83.69,92.78,,,
79,79,,,,79.95,,85.03,93.05,,,
80,80,,,,81.02,,85.83,94.12,,,
81,81,,,,81.55,,86.9,94.65,,,
82,82,,,,83.16,,87.17,95.19,,,
83,83,,,,84.22,,87.97,,,,
84,84,,,,86.1,,89.3,,,,
85,85,,,,86.9,,90.11,,,,
86,86,,,,87.97,,90.37,,,,
87,87,,,,89.04,,90.91,,,,
88,88,,,,89.04,,91.44,,,,
89,89,,,,90.37,,92.25,,,,
90,90,,,,91.44,,93.32,,,,
91,91,,,,92.25,,93.85,,,,
92,92,,,,93.58,,94.12,,,,
93,93,,,,94.92,,94.12,,,,
94,94,,,,94.92,,94.92,,,,
95,95,,,,,,95.19,,,,
96,96,,,,,,,,,,
97,97,,,,,,,,,,
98,98,,,,,,,,,,
99,99,,,,,,,,,,
100,100,,,,,,,,,,
